spec,family,rp,out,preproc,extractor,params,spec_sim,codec,task,seed,dim,F,C,epochs,sim,weight,multi,proto_bits,quant_train,val_acc,id_acc,margin_id,geom_fid,fit_s,mem_kb,vec_bits,ops_per_query,ext_bits,ext_ops,rp_density,rp_rank,acc_shift_6,margin_ood,acc_shift_12,acc_shift_18
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,fine,0,4096,64,30,30,cosine,uniform,1,32,0,0.7041667103767395,0.6946666836738586,0.008011089637875557,0.6881166234693237,0.051,1520.0,32.0,389120,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,fine,0,4096,64,30,30,cosine,uniform,1,32,0,0.4866666793823242,0.5173333287239075,0.0007018423057161272,0.0032500694254692553,0.04,1504.5,1.0,389120,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,fine,0,4096,64,30,30,cosine,uniform,1,32,0,0.7391666769981384,0.7113333344459534,0.0823928639292717,0.7049262393499617,0.321,1504.5,1.0,389248,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,fine,0,4096,64,30,30,cosine,uniform,1,32,0,0.7108333706855774,0.7073333263397217,0.04597162827849388,0.9840674376508561,0.065,1504.0,1.0,389120,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,fine,1,32,64,30,30,cosine,uniform,1,32,0,0.19083334505558014,0.1733333319425583,-0.1805185079574585,0.4650000570983548,0.011,11.75,1.0,3040,0,0,1.0,32.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,fine,1,32,64,30,30,cosine,uniform,1,32,0,0.14500001072883606,0.19066666066646576,-0.203419029712677,0.43166702344204444,0.009,11.75,1.0,3040,0,0,1.0,32.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,fine,1,32,64,30,30,cosine,uniform,1,32,0,0.1525000035762787,0.13733333349227905,-0.24219344556331635,0.42345079790752954,0.009,4.85,1.0,1273,0,0,0.1372,32.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,fine,1,32,64,30,30,cosine,uniform,1,32,0,0.1433333307504654,0.14666666090488434,-0.26836320757865906,0.43183993289858713,0.009,4.0,1.0,1056,0,0,0.0312,28.0,,,,
srht,linear,srht,bipolar,none,raw,,,,fine,1,32,64,30,30,cosine,uniform,1,32,0,0.18666666746139526,0.14800000190734863,-0.20377831161022186,0.43246191412636076,0.009,11.75,1.0,3040,0,0,1.0,29.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,fine,1,32,64,30,30,cosine,uniform,1,32,0,0.20916667580604553,0.19200000166893005,-0.1761026233434677,0.46270964055609615,0.009,11.75,1.0,3040,0,0,1.0,32.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,fine,1,32,64,30,30,cosine,uniform,1,32,0,0.1550000011920929,0.17000000178813934,-0.22633513808250427,0.40726777282585175,0.01,11.75,1.0,3040,0,0,1.0,32.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,fine,1,32,64,30,30,cosine,uniform,1,32,0,0.1925000101327896,0.20999999344348907,-0.1604207158088684,0.33286729543038124,0.028,11.88,32.0,3040,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,fine,1,32,64,30,30,cosine,uniform,1,32,0,0.042500000447034836,0.052666667848825455,-0.26162460446357727,-0.0020014266638239317,0.027,11.75,1.0,3040,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,fine,1,32,64,30,30,cosine,uniform,1,32,0,0.5008333325386047,0.5146666765213013,0.00014483864651992917,0.39940061444675706,0.323,12.25,1.0,3168,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,fine,1,32,64,30,30,cosine,uniform,1,32,0,0.19083334505558014,0.1733333319425583,-0.1805185079574585,0.4650000570983548,0.014,11.75,1.0,3040,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,fine,1,64,64,30,30,cosine,uniform,1,32,0,0.30916666984558105,0.2826666533946991,-0.08962766081094742,0.5736306622110346,0.009,23.5,1.0,6080,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,fine,1,64,64,30,30,cosine,uniform,1,32,0,0.31333333253860474,0.3213333189487457,-0.07433927804231644,0.5541474575320199,0.009,23.5,1.0,6080,0,0,1.0,64.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,fine,1,64,64,30,30,cosine,uniform,1,32,0,0.30666667222976685,0.28466665744781494,-0.08500415831804276,0.5505754789970589,0.009,9.72,1.0,2552,0,0,0.1387,64.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,fine,1,64,64,30,30,cosine,uniform,1,32,0,0.2408333420753479,0.20866666734218597,-0.10100315511226654,0.5347622191371422,0.009,7.75,1.0,2048,0,0,0.0156,42.0,,,,
srht,linear,srht,bipolar,none,raw,,,,fine,1,64,64,30,30,cosine,uniform,1,32,0,0.24833333492279053,0.26133331656455994,-0.11178865283727646,0.492266951829715,0.009,23.5,1.0,6080,0,0,1.0,43.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,fine,1,64,64,30,30,cosine,uniform,1,32,0,0.3908333480358124,0.4233333170413971,-0.02997993864119053,0.6539948876687142,0.009,23.5,1.0,6080,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,fine,1,64,64,30,30,cosine,uniform,1,32,0,0.33000001311302185,0.3199999928474426,-0.07396482676267624,0.5461573676934091,0.011,23.5,1.0,6080,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,fine,1,64,64,30,30,cosine,uniform,1,32,0,0.3333333432674408,0.34599998593330383,-0.028475692495703697,0.3905154130849807,0.028,23.75,32.0,6080,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,fine,1,64,64,30,30,cosine,uniform,1,32,0,0.03999999910593033,0.052000001072883606,-0.18522757291793823,-0.0012843539414176288,0.026,23.51,1.0,6080,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,fine,1,64,64,30,30,cosine,uniform,1,32,0,0.5983333587646484,0.6079999804496765,0.040379300713539124,0.4959515962301589,0.325,24.0,1.0,6208,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,fine,1,64,64,30,30,cosine,uniform,1,32,0,0.30916666984558105,0.2826666533946991,-0.08962766081094742,0.5736306622110346,0.014,23.5,1.0,6080,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,fine,1,128,64,30,30,cosine,uniform,1,32,0,0.48500001430511475,0.4659999907016754,-0.013372037559747696,0.6920962589797964,0.009,47.0,1.0,12160,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,fine,1,128,64,30,30,cosine,uniform,1,32,0,0.4699999988079071,0.47200000286102295,-0.014623220078647137,0.6805098484512628,0.009,47.0,1.0,12160,0,0,1.0,64.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,fine,1,128,64,30,30,cosine,uniform,1,32,0,0.44833335280418396,0.4426666498184204,-0.020801058039069176,0.6898626781436947,0.009,19.2,1.0,5043,0,0,0.1312,64.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,fine,1,128,64,30,30,cosine,uniform,1,32,0,0.33916667103767395,0.30266666412353516,-0.015727650374174118,0.589708923559471,0.009,15.25,1.0,4032,0,0,0.0078,52.0,,,,
srht,linear,srht,bipolar,none,raw,,,,fine,1,128,64,30,30,cosine,uniform,1,32,0,0.4025000035762787,0.3766666650772095,-0.049492694437503815,0.5720082514770681,0.009,47.0,1.0,12160,0,0,1.0,59.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,fine,1,128,64,30,30,cosine,uniform,1,32,0,0.503333330154419,0.515333354473114,-0.0002910421753767878,0.774230911252391,0.009,47.0,1.0,12160,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,fine,1,128,64,30,30,cosine,uniform,1,32,0,0.4933333396911621,0.4673333168029785,-0.010324426926672459,0.7015020084319511,0.011,47.0,1.0,12160,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,fine,1,128,64,30,30,cosine,uniform,1,32,0,0.4300000071525574,0.4259999990463257,-0.028958626091480255,0.5120560880887687,0.028,47.5,32.0,12160,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,fine,1,128,64,30,30,cosine,uniform,1,32,0,0.0833333358168602,0.06399999558925629,-0.05129174143075943,0.0010094119384474439,0.026,47.02,1.0,12160,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,fine,1,128,64,30,30,cosine,uniform,1,32,0,0.6800000071525574,0.6826666593551636,0.06683462113142014,0.5772035778211001,0.34,47.5,1.0,12288,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,fine,1,128,64,30,30,cosine,uniform,1,32,0,0.4425000250339508,0.4426666498184204,-0.017817258834838867,0.6900312433823478,0.015,47.0,1.0,12160,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,fine,1,256,64,30,30,cosine,uniform,1,32,0,0.5875000357627869,0.5740000009536743,0.007285405416041613,0.8011670131034484,0.012,94.0,1.0,24320,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,fine,1,256,64,30,30,cosine,uniform,1,32,0,0.5600000023841858,0.5426666736602783,0.007911087945103645,0.7985067383488098,0.009,94.0,1.0,24320,0,0,1.0,64.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,fine,1,256,64,30,30,cosine,uniform,1,32,0,0.5433333516120911,0.550000011920929,0.007775470614433289,0.8014023775971981,0.009,38.22,1.0,10040,0,0,0.1284,64.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,fine,1,256,64,30,30,cosine,uniform,1,32,0,0.36000001430511475,0.3779999911785126,-0.004445377737283707,0.6249446172546425,0.009,30.25,1.0,8000,0,0,0.0039,58.0,,,,
srht,linear,srht,bipolar,none,raw,,,,fine,1,256,64,30,30,cosine,uniform,1,32,0,0.4241666793823242,0.43533334136009216,-0.027016371488571167,0.6040095755489314,0.01,94.0,1.0,24320,0,0,1.0,64.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,fine,1,256,64,30,30,cosine,uniform,1,32,0,0.5983333587646484,0.5853333473205566,0.016826802864670753,0.862554936960633,0.01,94.0,1.0,24320,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,fine,1,256,64,30,30,cosine,uniform,1,32,0,0.5891667008399963,0.5659999847412109,0.010621572844684124,0.8326293785523818,0.011,94.0,1.0,24320,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,fine,1,256,64,30,30,cosine,uniform,1,32,0,0.5558333396911621,0.5526666641235352,-0.00799567997455597,0.6015480201117281,0.029,95.0,32.0,24320,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,fine,1,256,64,30,30,cosine,uniform,1,32,0,0.12083333730697632,0.11733333021402359,-0.021379221230745316,0.0003757380213265686,0.027,94.03,1.0,24320,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,fine,1,256,64,30,30,cosine,uniform,1,32,0,0.7008333206176758,0.7160000205039978,0.07920211553573608,0.6402833458649343,0.336,94.5,1.0,24448,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,fine,1,256,64,30,30,cosine,uniform,1,32,0,0.5649999976158142,0.5619999766349792,0.009189361706376076,0.801562645677807,0.018,94.0,1.0,24320,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,fine,1,512,64,30,30,cosine,uniform,1,32,0,0.6741666793823242,0.6613333225250244,0.030131429433822632,0.8830039173905834,0.009,188.0,1.0,48640,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,fine,1,512,64,30,30,cosine,uniform,1,32,0,0.6858333349227905,0.6673333048820496,0.03286527842283249,0.8842250910741601,0.008,188.0,1.0,48640,0,0,1.0,64.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,fine,1,512,64,30,30,cosine,uniform,1,32,0,0.6541666984558105,0.6513333320617676,0.030536824837327003,0.8832644208841478,0.008,76.36,1.0,20060,0,0,0.1278,64.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,fine,1,512,64,30,30,cosine,uniform,1,32,0,0.38333335518836975,0.35600000619888306,-0.0030434278305619955,0.6362609498425483,0.01,60.25,1.0,15936,0,0,0.002,60.0,,,,
srht,linear,srht,bipolar,none,raw,,,,fine,1,512,64,30,30,cosine,uniform,1,32,0,0.41083332896232605,0.4426666498184204,-0.028126418590545654,0.616853836559629,0.01,188.0,1.0,48640,0,0,1.0,64.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,fine,1,512,64,30,30,cosine,uniform,1,32,0,0.6625000238418579,0.6666666865348816,0.0353107713162899,0.9241283294986948,0.01,188.0,1.0,48640,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,fine,1,512,64,30,30,cosine,uniform,1,32,0,0.6733333468437195,0.6653333306312561,0.03341038525104523,0.9159332812217049,0.014,188.0,1.0,48640,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,fine,1,512,64,30,30,cosine,uniform,1,32,0,0.6783333420753479,0.6859999895095825,0.005853408947587013,0.6208803815916868,0.032,190.0,32.0,48640,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,fine,1,512,64,30,30,cosine,uniform,1,32,0,0.16250000894069672,0.14533333480358124,-0.08398531377315521,-0.0010117685020504706,0.027,188.06,1.0,48640,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,fine,1,512,64,30,30,cosine,uniform,1,32,0,0.721666693687439,0.7300000190734863,0.08133945614099503,0.6703831276600096,0.289,188.5,1.0,48768,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,fine,1,512,64,30,30,cosine,uniform,1,32,0,0.6675000190734863,0.6493332982063293,0.029398618265986443,0.8859487320965617,0.017,188.0,1.0,48640,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,fine,1,1024,64,30,30,cosine,uniform,1,32,0,0.6866666674613953,0.6893333196640015,0.039852213114500046,0.9336790201664159,0.009,376.0,1.0,97280,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,fine,1,1024,64,30,30,cosine,uniform,1,32,0,0.7133333683013916,0.7113333344459534,0.0408085472881794,0.9366055032355614,0.009,376.0,1.0,97280,0,0,1.0,64.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,fine,1,1024,64,30,30,cosine,uniform,1,32,0,0.6850000023841858,0.6966666579246521,0.039093393832445145,0.9346308306509891,0.009,152.43,1.0,40047,0,0,0.1267,64.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,fine,1,1024,64,30,30,cosine,uniform,1,32,0,0.41583335399627686,0.4153333306312561,-0.002826516982167959,0.6409139404977783,0.011,120.25,1.0,31808,0,0,0.001,61.0,,,,
srht,linear,srht,bipolar,none,raw,,,,fine,1,1024,64,30,30,cosine,uniform,1,32,0,0.41333335638046265,0.40933331847190857,-0.03772406280040741,0.6394554147166948,0.011,376.0,1.0,97280,0,0,1.0,64.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,fine,1,1024,64,30,30,cosine,uniform,1,32,0,0.7008333206176758,0.6986666321754456,0.04230441153049469,0.9596477571344971,0.011,376.0,1.0,97280,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,fine,1,1024,64,30,30,cosine,uniform,1,32,0,0.6974999904632568,0.7073333263397217,0.042145486921072006,0.9572833756229338,0.011,376.0,1.0,97280,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,fine,1,1024,64,30,30,cosine,uniform,1,32,0,0.699999988079071,0.699999988079071,0.007028596010059118,0.6602771461229091,0.029,380.0,32.0,97280,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,fine,1,1024,64,30,30,cosine,uniform,1,32,0,0.2866666615009308,0.2666666507720947,-0.007052632048726082,-0.0018458276643222888,0.027,376.12,1.0,97280,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,fine,1,1024,64,30,30,cosine,uniform,1,32,0,0.7308333516120911,0.7453333139419556,0.08516594022512436,0.6925503263287973,0.321,376.5,1.0,97408,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,fine,1,1024,64,30,30,cosine,uniform,1,32,0,0.6933333277702332,0.7046666741371155,0.04010385274887085,0.9354267392975134,0.022,376.0,1.0,97280,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,fine,1,2048,64,30,30,cosine,uniform,1,32,0,0.7116667032241821,0.7126666307449341,0.04488690569996834,0.9657528441996049,0.012,752.0,1.0,194560,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,fine,1,2048,64,30,30,cosine,uniform,1,32,0,0.7150000333786011,0.7073333263397217,0.044532082974910736,0.9670067348958783,0.011,752.0,1.0,194560,0,0,1.0,64.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,fine,1,2048,64,30,30,cosine,uniform,1,32,0,0.7116667032241821,0.7093333005905151,0.04327480122447014,0.9644114079639161,0.011,304.43,1.0,79983,0,0,0.1258,64.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,fine,1,2048,64,30,30,cosine,uniform,1,32,0,0.42250001430511475,0.3946666717529297,-0.000496653257869184,0.6457344348138757,0.015,240.25,1.0,63552,0,0,0.0005,62.0,,,,
srht,linear,srht,bipolar,none,raw,,,,fine,1,2048,64,30,30,cosine,uniform,1,32,0,0.40666666626930237,0.39399999380111694,-0.040874067693948746,0.6474172320115195,0.016,752.0,1.0,194560,0,0,1.0,64.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,fine,1,2048,64,30,30,cosine,uniform,1,32,0,0.7191666960716248,0.7086666822433472,0.04504581168293953,0.9796505059113372,0.02,752.0,1.0,194560,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,fine,1,2048,64,30,30,cosine,uniform,1,32,0,0.7208333611488342,0.7173333168029785,0.045285943895578384,0.9779612724676261,0.021,752.0,1.0,194560,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,fine,1,2048,64,30,30,cosine,uniform,1,32,0,0.7150000333786011,0.7126666307449341,0.008182995021343231,0.6933155121322868,0.033,760.0,32.0,194560,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,fine,1,2048,64,30,30,cosine,uniform,1,32,0,0.4191666841506958,0.398666650056839,-0.0019465689547359943,-0.0011416735718873603,0.027,752.25,1.0,194560,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,fine,1,2048,64,30,30,cosine,uniform,1,32,0,0.7400000095367432,0.7506666779518127,0.08667093515396118,0.7034886817147754,0.291,752.5,1.0,194688,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,fine,1,2048,64,30,30,cosine,uniform,1,32,0,0.7075000405311584,0.7179999947547913,0.044826824218034744,0.9659039646329339,0.04,752.0,1.0,194560,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.7266666889190674,0.7253333330154419,0.0467531643807888,0.9826924739446199,0.021,1504.0,1.0,389120,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.7233333587646484,0.7199999690055847,0.045819588005542755,0.982713624299025,0.018,1504.0,1.0,389120,0,0,1.0,64.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.71833336353302,0.7173333168029785,0.04509975016117096,0.9806288948784747,0.017,608.57,1.0,159891,0,0,0.1256,64.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.4358333349227905,0.4206666648387909,-0.00016251523629762232,0.6499014205892715,0.025,480.25,1.0,127040,0,0,0.0002,63.0,,,,
srht,linear,srht,bipolar,none,raw,,,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.4283333420753479,0.4206666648387909,-0.03364560753107071,0.6493199434567193,0.026,1504.0,1.0,389120,0,0,1.0,64.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.7225000262260437,0.7239999771118164,0.04791999235749245,0.9896085482333012,0.03,1504.0,1.0,389120,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.7133333683013916,0.7273333072662354,0.04668910801410675,0.9887898919885881,0.033,1504.0,1.0,389120,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.7175000309944153,0.7139999866485596,0.008040783926844597,0.6815425284052163,0.048,1520.0,32.0,389120,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.5133333206176758,0.49133333563804626,0.000575441459659487,0.0005950615246801343,0.037,1504.5,1.0,389120,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.7391666769981384,0.7513332962989807,0.08601566404104233,0.7076524867570744,0.331,1504.5,1.0,389248,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,fine,1,4096,64,30,30,cosine,uniform,1,32,0,0.7150000333786011,0.7260000109672546,0.04662420228123665,0.98240998529905,0.065,1504.0,1.0,389120,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,fine,2,32,64,30,30,cosine,uniform,1,32,0,0.17916667461395264,0.17866666615009308,-0.15943469107151031,0.45304279105284295,0.009,11.75,1.0,3040,0,0,1.0,32.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,fine,2,32,64,30,30,cosine,uniform,1,32,0,0.16333334147930145,0.1679999977350235,-0.20299270749092102,0.4380909346313148,0.009,11.75,1.0,3040,0,0,1.0,32.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,fine,2,32,64,30,30,cosine,uniform,1,32,0,0.18666666746139526,0.164000004529953,-0.21566645801067352,0.4192099783506174,0.009,4.8,1.0,1262,0,0,0.1318,32.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,fine,2,32,64,30,30,cosine,uniform,1,32,0,0.16583333909511566,0.15399999916553497,-0.2632274627685547,0.44888989357629006,0.009,4.0,1.0,1056,0,0,0.0312,29.0,,,,
srht,linear,srht,bipolar,none,raw,,,,fine,2,32,64,30,30,cosine,uniform,1,32,0,0.1433333307504654,0.14266666769981384,-0.2517375946044922,0.38767752075077283,0.009,11.75,1.0,3040,0,0,1.0,25.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,fine,2,32,64,30,30,cosine,uniform,1,32,0,0.19083334505558014,0.1939999908208847,-0.1875336915254593,0.46145095612223225,0.01,11.75,1.0,3040,0,0,1.0,32.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,fine,2,32,64,30,30,cosine,uniform,1,32,0,0.15916666388511658,0.15733332931995392,-0.22179147601127625,0.41148590468678525,0.011,11.75,1.0,3040,0,0,1.0,32.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,fine,2,32,64,30,30,cosine,uniform,1,32,0,0.17083333432674408,0.15799999237060547,-0.1260903924703598,0.3367757557273391,0.04,11.88,32.0,3040,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,fine,2,32,64,30,30,cosine,uniform,1,32,0,0.0325000025331974,0.03933333232998848,-0.2888014018535614,0.008651318569245716,0.036,11.75,1.0,3040,0,0,,,,,,
